age,gender,weight_kg,bmi,calories,protein_ratio,water_liters,workout_minutes,workout_days,workout_intensity,fitness_score
46,Female,79.8,21.0,2300.0,0.26,2.3,18,3,2,78.4
35,Male,87.3,20.0,2392.0,0.34,1.9,9,2,3,80.6
48,Male,74.9,16.6,2252.0,0.27,3.1,36,5,3,99.7
47,Male,86.1,21.7,2066.0,0.38,1.6,76,2,2,98.2
56,Male,54.5,29.7,1966.0,0.37,2.4,16,1,2,64.4
52,Male,76.7,18.1,1872.0,0.24,3.5,54,3,3,86.0
35,Male,68.7,27.2,2379.0,0.2,2.2,4,4,2,71.0
59,Female,62.1,27.5,2003.0,0.28,3.8,20,1,1,52.6
56,Female,50.7,33.8,2559.0,0.3,3.9,38,2,2,52.1
34,Male,76.1,28.2,2677.0,0.25,3.5,19,1,2,83.6
31,Female,78.8,27.8,1853.0,0.35,4.0,70,4,3,93.9
48,Male,83.4,25.5,2421.0,0.15,2.8,14,0,2,64.1
41,Male,81.8,24.0,2818.0,0.2,2.9,78,4,3,95.2
52,Male,62.3,27.4,1943.0,0.31,3.6,52,5,2,91.8
61,Male,82.9,29.0,2560.0,0.17,2.7,86,5,2,88.6
62,Male,84.0,24.7,2369.0,0.23,2.5,32,1,3,74.7
51,Female,67.4,29.2,2488.0,0.39,3.0,43,3,1,73.7
20,Female,70.3,35.5,1973.0,0.29,3.1,65,0,1,54.7
54,Female,60.7,24.3,2772.0,0.38,3.4,49,5,1,73.5
60,Female,84.8,24.4,1999.0,0.32,3.2,31,4,1,69.9
57,Male,54.9,23.6,2392.0,0.32,3.4,78,3,2,97.8
43,Female,75.3,24.5,2181.0,0.28,3.2,70,4,1,90.0
40,Male,64.0,28.9,2361.0,0.14,2.7,72,2,3,85.3
61,Female,58.9,24.3,1905.0,0.26,1.8,54,3,3,85.9
56,Female,51.3,24.8,1832.0,0.18,3.5,27,2,2,64.9
32,Female,67.8,23.0,2286.0,0.4,1.6,85,0,1,83.7
21,Female,57.4,26.0,2090.0,0.18,4.0,2,0,2,74.9
46,Male,70.6,22.0,2080.0,0.17,3.6,52,0,3,89.0
39,Female,87.7,19.1,2363.0,0.29,3.2,41,6,2,89.3
42,Female,72.0,25.8,1752.0,0.25,3.9,1,0,1,51.0
30,Male,90.0,31.9,2562.0,0.11,3.0,21,2,1,61.6
35,Male,60.2,22.8,2236.0,0.14,1.6,24,2,1,72.5
50,Female,57.2,19.8,2429.0,0.34,2.9,88,5,2,90.1
33,Male,59.7,31.7,2358.0,0.25,2.2,31,1,2,61.2
62,Male,69.3,24.2,2375.0,0.14,2.4,6,1,3,70.7
59,Male,97.2,27.8,1840.0,0.24,2.6,61,2,1,76.7
61,Female,53.4,21.1,2549.0,0.18,3.4,30,0,1,69.7
19,Male,76.2,24.0,2282.0,0.17,2.8,62,1,3,96.4
52,Female,63.0,29.6,2058.0,0.39,2.7,36,3,3,69.9
59,Female,67.8,24.5,2162.0,0.21,2.3,67,2,2,79.1
51,Female,57.4,24.6,2309.0,0.11,2.8,78,3,2,79.3
47,Female,78.8,18.0,2254.0,0.39,2.1,8,0,2,56.1
30,Male,69.6,27.1,2379.0,0.34,2.2,69,5,3,100.0
30,Female,80.9,20.9,2696.0,0.18,3.4,45,2,3,90.1
35,Male,71.8,28.5,1889.0,0.22,2.4,33,1,3,71.5
49,Female,50.7,24.8,2425.0,0.36,1.6,59,5,1,77.5
49,Male,81.0,25.2,2168.0,0.21,2.4,12,6,2,87.6
52,Female,49.9,27.1,2543.0,0.27,3.1,35,1,1,53.7
56,Male,51.3,25.5,2688.0,0.26,3.5,85,3,2,87.7
63,Female,60.8,30.9,2259.0,0.22,3.9,47,6,1,83.3
46,Female,61.0,30.2,2386.0,0.29,3.4,74,2,2,78.9
46,Male,84.0,19.1,2565.0,0.24,2.6,5,5,1,84.5
61,Female,68.3,23.3,2499.0,0.11,2.2,4,0,2,60.4
33,Female,82.5,27.3,2577.0,0.34,1.8,64,4,2,81.3
61,Female,64.3,20.2,2111.0,0.13,3.1,49,4,1,82.0
64,Male,73.2,17.7,2045.0,0.24,2.8,73,6,2,88.8
27,Female,74.7,21.0,1859.0,0.27,3.2,73,5,1,100.0
47,Female,77.0,23.5,2141.0,0.31,2.1,23,0,1,60.3
42,Male,65.4,7.7,2175.0,0.22,2.3,6,1,2,37.8
56,Male,66.2,19.5,2157.0,0.32,2.2,85,4,2,98.9
37,Male,67.0,16.9,2348.0,0.14,3.5,57,0,1,77.1
22,Male,53.5,28.6,2355.0,0.3,1.9,20,5,2,79.7
18,Male,69.2,27.7,2180.0,0.35,3.0,85,5,2,100.0
47,Female,66.2,25.1,2304.0,0.37,1.6,32,5,3,84.4
20,Female,75.8,24.4,2448.0,0.27,2.9,43,3,1,78.8
62,Female,70.9,26.2,1960.0,0.19,1.7,24,1,1,51.6
31,Male,83.4,20.0,2480.0,0.15,1.9,79,0,2,82.1
47,Female,70.7,29.0,2017.0,0.2,1.8,14,5,2,67.0
21,Male,64.4,24.4,2632.0,0.26,2.4,28,3,1,82.1
35,Male,70.6,27.7,2250.0,0.16,2.4,82,2,1,80.8
54,Female,77.2,27.5,2219.0,0.39,3.6,51,4,2,83.8
42,Male,52.3,26.1,1663.0,0.37,2.1,16,6,2,81.3
18,Male,62.8,25.3,2397.0,0.11,1.7,89,4,1,94.7
63,Female,63.1,25.0,2229.0,0.27,3.0,35,4,2,68.8
32,Male,74.1,23.7,2252.0,0.34,3.2,34,6,1,94.3
26,Male,75.3,25.9,2172.0,0.17,2.2,39,0,2,81.8
32,Female,71.0,24.8,2388.0,0.26,3.0,22,2,2,65.0
41,Male,45.2,22.1,2448.0,0.22,3.4,72,0,2,90.1
21,Male,53.5,26.4,2345.0,0.16,2.4,33,5,2,98.0
29,Female,67.6,25.1,2595.0,0.28,2.8,57,0,2,80.0
54,Female,65.0,28.8,1984.0,0.4,1.9,81,2,2,76.1
54,Female,70.1,16.8,2022.0,0.21,1.6,79,5,2,91.5
60,Female,65.3,24.1,2322.0,0.27,4.0,60,5,1,96.1
23,Male,85.3,21.1,2399.0,0.2,2.2,27,3,3,92.2
56,Male,47.1,21.9,2355.0,0.36,2.2,59,5,3,100.0
63,Female,73.0,26.2,1814.0,0.36,3.9,31,1,2,64.7
41,Male,78.3,18.3,1839.0,0.15,3.3,57,4,1,86.8
28,Male,77.0,24.5,2145.0,0.37,3.0,81,2,2,99.7
30,Female,77.9,24.1,1663.0,0.15,3.2,43,3,2,85.4
51,Female,79.3,19.8,2278.0,0.13,3.3,33,5,1,83.9
42,Male,64.0,24.6,2178.0,0.3,3.4,20,2,3,92.6
24,Female,59.0,21.0,1926.0,0.22,1.7,0,6,2,86.9
21,Female,49.7,32.8,2034.0,0.26,2.5,54,1,3,69.5
25,Female,66.4,28.8,2233.0,0.3,2.2,79,2,2,81.9
37,Male,62.2,24.3,1752.0,0.12,1.7,48,6,2,78.3
46,Female,81.6,22.3,2019.0,0.19,2.5,20,2,2,71.4
62,Male,67.1,26.0,2121.0,0.24,3.0,54,3,1,78.6
63,Male,59.7,27.1,2110.0,0.18,1.9,26,6,2,73.3
27,Male,58.1,25.0,2119.0,0.11,2.3,19,4,2,80.7
60,Female,89.9,19.9,2608.0,0.13,3.1,15,4,2,70.3
51,Female,69.8,23.2,2485.0,0.34,2.9,77,3,2,80.7
43,Female,62.2,24.3,2007.0,0.37,3.7,47,3,2,82.9
58,Female,71.2,25.2,1889.0,0.15,3.5,31,0,2,67.7
20,Female,89.0,25.3,2076.0,0.17,3.9,31,6,2,89.8
23,Male,66.1,26.9,2568.0,0.3,3.0,52,0,1,76.2
22,Male,76.9,29.4,1562.0,0.39,3.2,52,1,2,81.0
22,Male,81.9,28.1,2225.0,0.19,3.7,1,6,3,96.5
64,Female,51.1,26.4,2108.0,0.36,3.6,56,0,1,73.9
40,Male,63.6,19.0,2560.0,0.25,3.3,21,0,3,91.6
26,Male,80.6,28.7,2494.0,0.39,2.8,51,2,1,86.9
52,Female,63.0,27.3,1760.0,0.14,2.2,80,2,3,70.6
37,Female,74.1,23.0,2559.0,0.39,3.7,80,6,3,100.0
59,Male,62.4,24.1,1500.0,0.23,3.4,57,3,2,83.5
52,Male,65.5,24.3,2384.0,0.39,3.6,33,5,1,93.5
35,Female,64.3,22.2,2411.0,0.24,1.9,70,4,1,83.5
34,Female,76.4,17.0,2706.0,0.26,2.3,16,1,1,58.1
41,Female,72.0,19.5,2268.0,0.34,2.6,87,0,3,89.0
20,Female,71.0,20.4,2001.0,0.32,3.6,71,2,1,96.8
49,Male,95.1,16.1,1897.0,0.29,3.7,22,4,2,82.2
52,Male,87.4,19.5,2638.0,0.23,2.2,32,6,2,90.3
55,Female,50.2,28.6,2709.0,0.34,3.2,28,0,2,59.9
30,Male,65.6,25.9,2065.0,0.38,1.7,18,5,3,85.1
64,Male,94.3,20.1,2207.0,0.1,2.5,68,4,2,95.9
42,Female,64.3,21.2,2609.0,0.28,2.7,36,2,2,83.3
26,Male,90.9,28.9,2431.0,0.36,3.4,86,3,2,95.6
21,Male,65.7,28.8,2144.0,0.3,3.7,25,5,3,100.0
31,Male,67.7,24.3,1972.0,0.34,2.3,23,5,1,83.2
54,Female,78.6,28.7,1948.0,0.37,2.8,53,0,2,60.2
51,Female,69.1,20.9,2486.0,0.33,3.1,20,0,3,74.8
28,Male,74.9,24.9,2090.0,0.32,2.3,89,1,1,84.9
58,Female,85.7,18.1,2078.0,0.39,4.0,9,0,1,74.8
20,Female,77.6,22.5,2384.0,0.36,3.7,41,2,2,94.7
45,Female,71.4,24.1,2224.0,0.34,2.2,28,6,3,85.9
46,Male,86.7,17.3,2317.0,0.13,2.8,56,4,1,78.0
26,Male,78.8,26.4,2103.0,0.17,2.1,34,5,1,86.3
20,Female,62.7,27.0,2090.0,0.27,2.8,27,4,2,91.0
42,Male,89.8,28.0,1980.0,0.31,3.2,11,3,2,76.9
51,Male,76.4,33.3,2413.0,0.19,1.7,57,5,1,63.8
29,Male,67.9,25.7,2226.0,0.13,3.7,43,5,3,100.0
59,Male,49.8,23.7,2288.0,0.19,3.0,6,3,2,78.6
26,Male,56.2,17.6,1894.0,0.33,4.0,15,2,2,84.3
32,Female,87.0,25.6,2409.0,0.36,1.6,83,4,2,80.7
57,Male,87.4,26.2,2294.0,0.37,3.6,34,5,3,94.8
42,Male,70.9,18.6,2419.0,0.21,3.5,6,3,1,67.1
22,Male,52.3,23.0,2304.0,0.21,1.8,85,5,2,99.6
28,Female,59.1,24.0,2286.0,0.22,2.3,13,3,1,71.2
51,Female,53.8,26.1,1654.0,0.21,3.7,58,1,2,69.2
41,Female,53.4,27.4,2541.0,0.3,2.8,61,1,2,75.0
32,Male,90.3,21.9,1804.0,0.21,2.5,73,6,1,100.0
55,Female,90.6,24.8,2511.0,0.11,3.8,65,2,2,83.0
25,Female,58.8,26.3,2178.0,0.23,1.7,21,2,1,67.4
22,Female,69.9,23.3,1718.0,0.17,2.7,15,2,3,75.1
43,Female,57.2,22.3,2174.0,0.11,3.1,74,2,2,84.6
35,Male,69.8,26.9,1750.0,0.24,3.0,42,4,2,85.5
23,Female,86.4,23.3,2532.0,0.16,2.2,82,0,2,72.5
54,Female,80.8,19.2,2045.0,0.24,2.9,19,2,2,65.1
30,Male,78.1,29.5,1888.0,0.18,3.3,9,1,2,67.7
45,Male,68.1,19.7,2398.0,0.28,3.0,18,5,2,86.4
22,Female,82.6,23.6,2187.0,0.4,3.2,11,0,1,57.5
30,Male,76.5,25.3,2356.0,0.26,2.1,9,0,1,55.4
34,Female,74.0,25.8,2166.0,0.29,3.6,70,4,3,93.0
57,Male,68.8,24.7,2547.0,0.38,2.6,55,3,1,84.2
62,Male,73.2,12.2,2080.0,0.21,4.0,10,6,2,75.9
49,Female,72.9,21.2,1727.0,0.15,1.6,79,5,2,92.4
46,Male,64.6,25.2,1872.0,0.18,2.5,60,5,2,84.8
20,Female,62.3,23.6,2331.0,0.22,2.0,37,0,2,72.5
57,Male,60.0,26.0,2003.0,0.29,2.9,16,4,1,87.1
51,Female,60.7,28.1,2585.0,0.1,2.1,53,4,2,71.3
57,Male,68.1,26.0,1849.0,0.36,3.3,44,4,2,93.3
44,Male,66.5,21.1,2505.0,0.12,3.7,24,2,1,73.1
30,Male,63.8,21.8,2070.0,0.37,2.0,30,5,2,95.5
62,Male,63.1,30.5,2592.0,0.38,1.9,64,3,2,73.1
50,Male,72.9,23.3,2352.0,0.4,3.7,38,2,2,89.8
23,Female,83.8,23.6,2258.0,0.34,2.4,19,1,1,74.2
41,Male,69.9,26.0,2399.0,0.14,2.6,72,3,3,90.0
36,Female,69.2,28.9,2568.0,0.31,2.1,42,2,3,67.7
33,Female,60.7,20.4,2185.0,0.16,2.6,65,3,1,84.1
57,Female,67.8,22.0,1637.0,0.37,2.1,0,1,2,70.2
45,Male,81.9,17.6,2560.0,0.19,3.2,54,2,1,69.9
50,Female,80.4,22.8,2119.0,0.2,2.7,50,3,2,79.8
58,Male,79.7,26.3,2968.0,0.38,3.5,4,1,2,60.4
30,Female,79.4,22.5,2019.0,0.1,2.3,11,6,2,79.3
60,Female,74.4,31.0,2086.0,0.16,2.8,13,5,1,56.3
62,Female,74.0,24.5,2423.0,0.23,2.1,59,4,2,80.2
42,Female,72.4,23.6,2428.0,0.31,3.8,39,3,3,93.7
59,Female,65.8,22.6,2327.0,0.29,2.8,8,1,2,74.2
53,Male,70.8,18.6,2032.0,0.3,1.9,41,5,2,92.0
44,Female,72.2,23.6,1852.0,0.36,2.2,41,6,1,75.8
55,Female,76.3,25.4,1997.0,0.14,1.7,32,4,2,64.6
24,Male,71.0,23.5,1745.0,0.26,1.6,24,6,2,86.0
22,Male,91.1,24.9,2819.0,0.32,2.8,77,1,2,99.7
60,Male,57.9,21.3,1893.0,0.29,2.3,8,5,1,82.2
62,Female,77.5,19.0,2112.0,0.23,3.9,43,5,2,97.2
48,Female,69.6,23.6,2408.0,0.11,1.9,82,5,2,80.1
40,Female,70.0,24.9,2202.0,0.12,3.5,57,6,2,91.4
59,Female,61.9,23.3,2023.0,0.14,2.3,24,0,2,65.5
27,Female,80.2,24.8,2155.0,0.2,2.1,31,1,3,70.0
49,Female,76.5,27.1,2017.0,0.14,3.9,21,2,3,71.0
60,Male,78.3,27.1,2124.0,0.23,3.5,54,2,2,85.1
47,Male,71.7,27.4,2317.0,0.15,3.1,60,2,3,73.7
56,Female,66.8,28.0,1889.0,0.33,3.2,56,2,1,75.1
48,Female,69.3,26.0,2524.0,0.36,4.0,76,6,1,95.5
35,Female,74.3,25.4,2222.0,0.22,3.0,60,5,1,79.2
53,Female,49.9,31.8,2025.0,0.25,1.8,66,5,2,68.6
19,Female,78.7,27.1,2105.0,0.39,1.7,74,0,2,80.8
31,Male,94.3,20.6,2550.0,0.26,3.2,1,0,2,75.3
30,Male,74.8,16.5,2446.0,0.4,3.1,56,0,2,80.9
46,Female,67.2,23.0,2272.0,0.14,3.4,72,4,2,90.9
29,Male,68.4,26.5,2020.0,0.36,1.8,32,3,2,85.2
56,Female,77.1,27.8,2370.0,0.25,3.9,89,6,1,94.1
19,Female,67.4,19.0,2204.0,0.11,2.9,62,2,2,95.1
49,Female,78.7,26.9,2724.0,0.39,3.1,15,6,2,80.8
30,Male,68.3,28.5,2189.0,0.39,1.6,88,3,1,86.7
63,Male,87.1,26.4,2705.0,0.21,3.9,0,2,3,78.8
44,Female,86.9,25.7,2258.0,0.39,2.9,84,6,2,100.0
58,Male,66.7,23.5,1889.0,0.14,2.9,63,2,1,79.2
34,Male,69.2,22.2,3189.0,0.3,3.9,83,2,1,82.3
57,Female,69.8,27.1,1766.0,0.16,3.8,68,6,1,88.5
48,Male,69.9,26.3,1607.0,0.17,2.1,16,0,3,64.8
51,Male,60.5,22.7,1578.0,0.33,3.8,39,5,1,93.4
41,Female,59.1,34.2,3022.0,0.21,3.3,0,4,2,43.7
62,Female,82.5,18.0,2837.0,0.1,1.5,12,2,1,42.2
52,Male,80.9,23.1,2243.0,0.22,2.1,17,2,2,78.1
23,Female,80.7,20.9,2330.0,0.17,2.5,67,2,1,86.0
36,Male,69.3,25.5,2275.0,0.3,3.0,13,1,2,75.8
47,Female,88.9,16.2,1669.0,0.16,3.3,4,6,2,71.0
24,Female,69.8,29.1,2638.0,0.35,2.0,61,2,2,72.9
27,Female,78.6,28.0,2598.0,0.18,3.6,32,0,2,63.2
58,Female,56.1,25.1,1831.0,0.22,3.6,25,0,3,78.0
49,Male,67.7,22.8,2298.0,0.19,3.1,60,3,2,91.7
51,Female,68.4,26.9,2178.0,0.29,3.8,67,6,3,100.0
45,Female,69.3,25.3,2137.0,0.13,3.5,29,5,1,79.0
32,Female,56.7,27.8,1996.0,0.24,2.1,61,5,1,82.4
47,Male,77.0,23.5,2166.0,0.2,3.5,61,0,2,86.3
54,Male,80.3,23.3,2042.0,0.37,3.9,80,3,3,100.0
46,Female,62.6,28.3,2519.0,0.12,1.8,69,4,1,68.0
39,Female,58.5,26.5,2192.0,0.35,3.9,56,1,1,82.9
21,Female,62.3,23.3,1992.0,0.15,1.6,35,0,2,74.4
37,Female,75.0,25.5,2192.0,0.13,2.8,6,6,2,74.3
49,Female,64.0,24.7,2158.0,0.16,3.4,64,2,2,80.3
53,Female,68.7,25.9,2145.0,0.13,3.5,73,6,2,86.3
21,Male,59.3,29.1,2403.0,0.26,3.3,76,6,2,100.0
44,Female,89.8,22.6,2117.0,0.4,2.8,40,4,2,81.1
34,Female,70.7,21.4,2029.0,0.11,3.1,31,2,3,89.2
29,Female,81.5,25.1,1792.0,0.24,3.2,13,3,3,71.6
39,Female,74.9,21.9,2197.0,0.22,2.7,32,6,1,80.6
34,Female,69.6,20.4,2574.0,0.2,3.0,29,6,2,92.5
27,Female,69.1,28.0,2163.0,0.2,3.6,72,3,1,86.5
18,Male,62.7,22.9,2049.0,0.37,2.3,5,6,3,95.5
39,Male,65.5,16.5,1973.0,0.11,2.8,9,1,2,65.1
43,Male,59.9,27.4,1683.0,0.33,1.5,74,6,3,94.2
35,Male,58.8,22.2,2553.0,0.18,3.2,19,4,1,75.6
31,Male,90.9,26.3,2345.0,0.21,2.0,88,3,1,76.3
64,Male,72.8,28.3,2431.0,0.23,2.7,11,2,3,71.4
46,Female,84.7,24.8,2275.0,0.19,2.0,21,5,3,82.0
29,Female,62.1,15.9,1958.0,0.13,1.6,75,6,2,84.2
53,Female,57.5,16.1,2105.0,0.13,2.7,13,0,1,54.0
52,Female,60.2,21.3,2050.0,0.19,2.6,47,0,1,69.1
29,Female,65.8,23.8,2075.0,0.35,2.6,53,5,2,100.0
24,Female,70.4,28.8,2077.0,0.14,2.0,35,4,2,61.8
46,Male,68.5,25.2,2531.0,0.32,3.9,60,4,3,97.8
28,Female,62.3,34.5,2807.0,0.19,1.5,54,3,1,47.1
50,Male,70.9,18.0,1938.0,0.37,3.7,13,0,1,59.3
23,Male,71.8,24.5,2149.0,0.23,3.3,1,5,2,96.1
64,Female,77.0,22.2,2265.0,0.15,1.9,1,1,1,54.8
32,Female,84.7,24.9,1906.0,0.4,2.7,60,5,2,87.3
49,Female,66.4,31.0,2216.0,0.15,4.0,5,1,2,50.6
28,Female,82.2,31.3,2305.0,0.27,3.1,24,5,2,75.5
40,Female,70.7,24.2,2177.0,0.27,1.8,66,5,2,88.4
43,Female,54.7,27.4,2388.0,0.21,2.6,22,5,3,76.0
51,Female,87.8,24.9,2200.0,0.39,2.7,72,5,2,97.5
63,Male,92.7,19.7,1340.0,0.35,3.5,27,5,1,83.6
51,Female,76.2,24.1,1912.0,0.35,3.8,24,6,1,93.8
46,Female,70.9,22.0,2630.0,0.39,1.7,64,5,3,87.3
21,Male,67.3,23.7,2356.0,0.24,2.3,65,6,2,99.7
34,Female,65.4,20.6,1345.0,0.13,2.2,78,1,2,78.9
52,Female,82.1,24.6,1747.0,0.33,4.0,42,1,3,79.9
30,Male,69.8,25.2,2417.0,0.21,2.9,39,3,2,80.2
58,Female,86.7,26.8,2027.0,0.16,3.7,79,5,1,79.2
56,Female,70.3,25.2,1389.0,0.24,2.6,22,2,1,60.4
32,Female,65.9,30.5,2518.0,0.38,3.3,48,6,3,93.3
46,Female,64.0,32.8,2417.0,0.15,2.2,7,1,2,46.5
46,Female,62.6,22.4,1951.0,0.35,3.8,6,3,2,81.4
28,Female,75.1,27.9,2574.0,0.23,2.6,20,1,3,66.9
49,Male,57.1,32.5,1963.0,0.14,3.5,34,6,2,75.8
19,Female,61.8,28.0,2013.0,0.35,2.1,81,1,2,82.6
64,Female,83.2,26.9,2054.0,0.39,3.2,60,5,2,88.4
31,Male,60.5,16.7,1631.0,0.19,2.5,82,6,2,89.0
37,Male,78.6,21.8,2324.0,0.19,1.6,73,2,2,92.3
39,Female,49.4,22.4,2356.0,0.22,2.5,67,6,1,89.7
28,Male,84.5,29.5,2062.0,0.34,2.9,29,1,3,68.7
44,Female,57.3,21.1,2412.0,0.1,1.9,67,3,3,80.3
20,Female,61.2,23.7,1723.0,0.17,2.0,8,6,2,80.8
34,Male,76.8,27.4,2406.0,0.31,2.7,16,5,2,84.1
61,Female,72.7,20.9,2298.0,0.22,2.4,42,3,2,82.7
45,Female,78.9,25.1,1993.0,0.2,2.6,87,0,2,70.7
46,Male,57.2,24.6,2324.0,0.36,2.7,56,4,2,98.6
38,Male,67.1,27.5,1936.0,0.38,1.9,12,1,2,68.6
64,Male,63.8,26.6,2532.0,0.38,2.0,56,5,2,86.1
33,Male,58.9,26.5,2358.0,0.18,3.6,25,6,1,79.7
54,Female,76.0,24.8,2309.0,0.37,1.9,60,1,1,66.7
37,Male,79.4,17.3,2061.0,0.32,3.2,61,3,2,87.4
23,Male,66.6,24.6,2433.0,0.15,2.5,18,1,2,69.7
36,Male,85.2,24.2,2561.0,0.28,3.9,80,6,2,100.0
22,Male,62.1,27.1,2682.0,0.11,1.7,29,5,1,76.4
20,Male,85.0,22.3,2036.0,0.31,3.6,89,3,1,100.0
18,Female,75.6,24.2,2446.0,0.32,2.7,12,0,1,70.7
55,Male,57.8,24.3,2619.0,0.34,1.5,48,5,1,85.0
32,Female,89.8,21.1,2127.0,0.15,2.2,81,6,3,100.0
51,Male,65.6,19.4,2622.0,0.29,2.5,84,1,2,80.8
52,Male,82.1,25.5,2248.0,0.15,2.3,50,5,1,94.0
42,Male,71.5,28.0,1894.0,0.38,2.4,8,5,2,78.3
41,Male,73.7,21.5,1987.0,0.3,3.8,28,0,2,79.3
29,Male,79.0,23.1,1767.0,0.13,2.4,82,6,3,100.0
35,Male,78.5,27.3,2188.0,0.16,2.5,7,0,1,49.9
32,Male,66.6,27.7,2152.0,0.3,3.4,80,4,1,87.3
61,Male,75.3,24.9,2257.0,0.24,3.5,75,6,2,100.0
33,Female,74.6,25.7,2609.0,0.32,1.7,14,3,3,76.6
44,Male,72.1,26.1,2195.0,0.18,3.3,68,6,1,90.1
25,Female,68.0,26.8,2120.0,0.3,2.7,33,0,1,65.6
63,Male,72.1,19.7,2140.0,0.15,1.8,51,3,1,71.4
42,Female,89.7,31.7,1644.0,0.26,2.2,49,4,2,64.5
34,Male,67.0,25.1,2405.0,0.39,1.6,66,3,2,90.1
46,Male,82.1,26.9,2155.0,0.29,2.4,4,5,3,76.1
25,Male,63.8,21.0,2224.0,0.11,2.1,8,6,3,97.3
32,Female,61.2,23.3,2140.0,0.4,2.5,87,4,2,100.0
44,Female,102.8,25.5,2238.0,0.15,3.0,4,1,3,66.5
63,Female,75.4,16.8,1806.0,0.32,3.3,26,4,1,72.4
24,Female,75.7,20.4,2200.0,0.26,3.0,83,4,2,100.0
20,Male,76.0,21.1,2019.0,0.19,3.2,46,6,3,100.0
46,Male,84.1,18.9,2210.0,0.15,3.7,61,4,2,90.6
61,Male,74.1,24.4,1896.0,0.15,3.7,44,2,1,83.2
41,Female,78.2,23.7,2344.0,0.36,3.7,65,0,1,76.9
20,Male,59.4,29.7,2206.0,0.36,1.9,22,3,2,77.2
37,Female,79.8,19.5,1811.0,0.24,2.1,60,5,3,91.6
63,Female,67.6,24.9,2484.0,0.13,2.8,42,3,2,73.8
32,Female,76.7,20.5,2046.0,0.37,2.4,34,6,1,88.9
42,Female,52.8,17.1,2092.0,0.25,1.8,29,2,2,65.0
47,Female,76.3,26.4,2439.0,0.23,2.2,66,1,3,68.6
31,Male,47.6,26.7,2522.0,0.22,3.9,9,6,2,97.8
24,Female,67.2,26.2,2060.0,0.21,2.4,55,5,1,79.4
34,Female,52.9,18.7,2233.0,0.26,2.5,33,6,3,89.3
61,Male,76.3,24.3,2405.0,0.28,1.5,64,6,3,99.4
37,Female,70.7,26.4,2579.0,0.24,3.3,5,6,2,67.8
53,Female,62.3,27.8,2227.0,0.37,2.5,69,6,2,88.0
26,Male,84.3,26.5,2342.0,0.2,1.8,42,0,2,67.4
55,Male,61.0,27.9,1926.0,0.27,3.9,15,0,3,75.6
39,Male,39.7,28.3,1746.0,0.19,3.4,62,0,3,75.6
19,Female,75.1,24.4,2366.0,0.33,3.3,64,6,3,100.0
41,Male,52.3,26.0,1958.0,0.13,3.9,4,0,1,61.6
25,Male,61.3,28.0,1923.0,0.16,2.5,24,2,3,81.4
28,Male,64.8,25.6,2392.0,0.34,3.3,26,3,2,87.1
30,Female,55.8,28.8,2156.0,0.15,2.0,41,6,3,81.3
34,Male,65.1,27.5,2268.0,0.29,3.2,54,1,2,86.6
25,Female,55.9,21.5,1815.0,0.39,1.5,25,5,3,95.0
38,Female,71.6,18.8,1927.0,0.26,1.8,15,5,1,68.7
35,Male,57.7,24.1,2689.0,0.16,2.6,89,6,2,100.0
47,Female,70.3,19.3,2003.0,0.2,1.5,27,1,1,57.9
35,Female,81.6,24.3,2139.0,0.35,2.7,29,1,1,74.8
63,Male,77.8,24.0,2271.0,0.21,2.8,76,2,2,81.2
64,Female,69.2,29.2,1879.0,0.32,3.1,88,2,2,78.6
48,Male,60.1,26.0,2606.0,0.33,1.8,44,4,2,81.7
55,Female,71.6,27.9,2202.0,0.25,2.0,18,2,1,52.1
49,Female,63.0,22.0,2129.0,0.33,3.0,12,0,1,61.8
28,Male,72.0,30.1,2520.0,0.2,3.1,74,6,1,94.7
62,Male,52.8,27.6,2474.0,0.25,1.6,22,3,2,66.4
42,Female,78.1,25.7,2790.0,0.31,2.9,13,1,2,68.2
50,Female,70.3,16.8,2069.0,0.15,3.5,73,2,2,76.3
55,Male,92.1,28.7,2858.0,0.18,1.7,22,3,3,65.1
58,Female,83.1,31.1,2394.0,0.3,2.5,39,0,1,46.3
25,Female,75.7,24.0,2707.0,0.3,2.3,63,2,1,75.4
28,Female,68.8,24.1,2496.0,0.25,3.8,84,2,2,95.4
39,Female,62.7,21.9,2007.0,0.34,2.0,58,3,3,85.4
41,Male,79.4,17.5,1950.0,0.24,2.3,19,5,1,72.7
58,Male,67.7,21.8,1659.0,0.36,3.7,31,6,3,100.0
34,Male,81.7,30.6,1597.0,0.32,2.3,77,5,2,86.1
29,Male,74.0,28.3,2016.0,0.19,2.8,23,0,2,78.1
63,Male,74.1,20.9,2580.0,0.22,1.6,45,2,3,87.9
49,Male,75.9,21.7,2051.0,0.3,4.0,17,3,1,81.5
32,Female,60.8,32.5,1997.0,0.37,3.6,47,0,2,61.4
33,Male,59.8,19.9,2410.0,0.15,3.1,13,2,3,84.0
39,Female,59.4,21.1,1942.0,0.25,1.7,53,5,3,81.6
45,Female,80.5,22.3,2752.0,0.14,1.7,20,2,2,62.9
37,Female,60.5,18.6,2121.0,0.18,2.9,4,1,3,75.2
50,Male,61.8,21.8,2479.0,0.31,2.2,30,4,2,86.9
27,Female,75.4,21.9,2140.0,0.12,3.1,66,0,2,84.7
57,Male,67.5,20.4,2207.0,0.3,3.0,86,3,1,90.6
